377,178.5,400,295.33
400,295.33,339.33,219
339.33,219,321.33,104
321.33,104,377,178.5
NaN,NaN,NaN,NaN
284.33,291.67,400,295.33
400,295.33,339.33,219
339.33,219,284.33,291.67
NaN,NaN,NaN,NaN
275.5,191.5,321.33,104
321.33,104,339.33,219
339.33,219,284.33,291.67
284.33,291.67,275.5,191.5
NaN,NaN,NaN,NaN
