282.33,312.67,406,310
406,310,350,226.67
350,226.67,282.33,312.67
NaN,NaN,NaN,NaN
380.5,186,406,310
406,310,350,226.67
350,226.67,329.67,120.33
329.67,120.33,380.5,186
NaN,NaN,NaN,NaN
277,191,282.33,312.67
282.33,312.67,350,226.67
350,226.67,329.67,120.33
329.67,120.33,277,191
NaN,NaN,NaN,NaN
