201.33,145.33,380.29,232.57
380.29,232.57,363.75,337.75
363.75,337.75,215.5,255.5
215.5,255.5,201.33,145.33
NaN,NaN,NaN,NaN
326.5,69,201.33,145.33
201.33,145.33,380.29,232.57
380.29,232.57,489.25,134
489.25,134,326.5,69
NaN,NaN,NaN,NaN
468,236,363.75,337.75
363.75,337.75,380.29,232.57
380.29,232.57,489.25,134
489.25,134,468,236
NaN,NaN,NaN,NaN
