201.33,145.33,380.29,232.57
380.29,232.57,489.25,134
489.25,134,326.5,69
326.5,69,201.33,145.33
NaN,NaN,NaN,NaN
215.5,255.5,363.75,337.75
363.75,337.75,380.29,232.57
380.29,232.57,201.33,145.33
201.33,145.33,215.5,255.5
NaN,NaN,NaN,NaN
468,236,363.75,337.75
363.75,337.75,380.29,232.57
380.29,232.57,489.25,134
489.25,134,468,236
NaN,NaN,NaN,NaN
